/home/yubin/miniconda3/envs/torch/lib/python3.8/site-packages/torch/optim/lr_scheduler.py:129: UserWarning: Detected call of `lr_scheduler.step()` before `optimizer.step()`. In PyTorch 1.1.0 and later, you should call them in the opposite order: `optimizer.step()` before `lr_scheduler.step()`.  Failure to do this will result in PyTorch skipping the first value of the learning rate schedule. See more details at https://pytorch.org/docs/stable/optim.html#how-to-adjust-learning-rate
Epoch is [538/600], mini-batch is [11/27], time consumption is 0.20185614, batch_loss is 0.25203338
classify loss is 0.08702517, angle loss is 0.00035659, iou loss is 0.12481952
Epoch is [538/600], mini-batch is [12/27], time consumption is 0.19915175, batch_loss is 0.21541056
classify loss is 0.10247695, angle loss is 0.00048290, iou loss is 0.17419618
Epoch is [538/600], mini-batch is [13/27], time consumption is 0.20527506, batch_loss is 0.28150213
classify loss is 0.07888770, angle loss is 0.00058100, iou loss is 0.12237541
Epoch is [538/600], mini-batch is [14/27], time consumption is 0.19974613, batch_loss is 0.20707315
classify loss is 0.09893334, angle loss is 0.00080643, iou loss is 0.11880335
Epoch is [538/600], mini-batch is [15/27], time consumption is 0.20594978, batch_loss is 0.22580104
classify loss is 0.09219259, angle loss is 0.00109238, iou loss is 0.13208923
Epoch is [538/600], mini-batch is [16/27], time consumption is 0.20728278, batch_loss is 0.23520562
classify loss is 0.09849596, angle loss is 0.00055145, iou loss is 0.14663371
Epoch is [538/600], mini-batch is [17/27], time consumption is 0.20562792, batch_loss is 0.25064415
classify loss is 0.08160919, angle loss is 0.00042041, iou loss is 0.11781447
Epoch is [538/600], mini-batch is [18/27], time consumption is 0.20330024, batch_loss is 0.20362778
classify loss is 0.09514683, angle loss is 0.00078767, iou loss is 0.13699101
Epoch is [538/600], mini-batch is [19/27], time consumption is 0.20473123, batch_loss is 0.24001451
classify loss is 0.07559174, angle loss is 0.00050280, iou loss is 0.12154009
Epoch is [538/600], mini-batch is [20/27], time consumption is 0.21491861, batch_loss is 0.20215985
classify loss is 0.08897406, angle loss is 0.00052816, iou loss is 0.12640725
Epoch is [538/600], mini-batch is [21/27], time consumption is 0.20597601, batch_loss is 0.22066291
classify loss is 0.07115829, angle loss is 0.00044195, iou loss is 0.10985234
Epoch is [538/600], mini-batch is [22/27], time consumption is 0.20592785, batch_loss is 0.18543015
classify loss is 0.06749469, angle loss is 0.00064619, iou loss is 0.10780520
Epoch is [538/600], mini-batch is [23/27], time consumption is 0.20733285, batch_loss is 0.18176180
classify loss is 0.09697545, angle loss is 0.00051953, iou loss is 0.14187145
Epoch is [538/600], mini-batch is [24/27], time consumption is 0.20844531, batch_loss is 0.24404216
classify loss is 0.11129671, angle loss is 0.00065459, iou loss is 0.16175558
Epoch is [538/600], mini-batch is [25/27], time consumption is 0.20184112, batch_loss is 0.27959818
classify loss is 0.10591036, angle loss is 0.00061836, iou loss is 0.14510258
Epoch is [538/600], mini-batch is [26/27], time consumption is 0.20273089, batch_loss is 0.25719655
classify loss is 0.11084944, angle loss is 0.00098148, iou loss is 0.12894204
Epoch is [538/600], mini-batch is [27/27], time consumption is 0.20767689, batch_loss is 0.24960633
epoch_loss is 0.23800136, epoch_time is 20.28117943
Mon May 23 19:18:07 2022
==================================================
classify loss is 0.08698070, angle loss is 0.00052171, iou loss is 0.12854633
Epoch is [539/600], mini-batch is [1/27], time consumption is 0.20970654, batch_loss is 0.22074410
classify loss is 0.09674472, angle loss is 0.00057472, iou loss is 0.19186001
Epoch is [539/600], mini-batch is [2/27], time consumption is 0.20225501, batch_loss is 0.29435191
classify loss is 0.07078081, angle loss is 0.00038804, iou loss is 0.10444295
Epoch is [539/600], mini-batch is [3/27], time consumption is 0.20254564, batch_loss is 0.17910421
classify loss is 0.07958955, angle loss is 0.00076321, iou loss is 0.12105397
Epoch is [539/600], mini-batch is [4/27], time consumption is 0.20297909, batch_loss is 0.20827557
classify loss is 0.09571022, angle loss is 0.00049900, iou loss is 0.15427127
Epoch is [539/600], mini-batch is [5/27], time consumption is 0.20366716, batch_loss is 0.25497150
classify loss is 0.08197320, angle loss is 0.00036843, iou loss is 0.13319762
Epoch is [539/600], mini-batch is [6/27], time consumption is 0.20291352, batch_loss is 0.21885511
classify loss is 0.12417108, angle loss is 0.00067883, iou loss is 0.15907142
Epoch is [539/600], mini-batch is [7/27], time consumption is 0.20331216, batch_loss is 0.29003078
classify loss is 0.09991556, angle loss is 0.00065662, iou loss is 0.13565853
Epoch is [539/600], mini-batch is [8/27], time consumption is 0.20303321, batch_loss is 0.24214034
classify loss is 0.10158181, angle loss is 0.00085180, iou loss is 0.13455579
Epoch is [539/600], mini-batch is [9/27], time consumption is 0.20100307, batch_loss is 0.24465555
classify loss is 0.09491760, angle loss is 0.00069033, iou loss is 0.13563758
Epoch is [539/600], mini-batch is [10/27], time consumption is 0.20457745, batch_loss is 0.23745850
classify loss is 0.08435524, angle loss is 0.00048909, iou loss is 0.11533196
Epoch is [539/600], mini-batch is [11/27], time consumption is 0.20173979, batch_loss is 0.20457807
classify loss is 0.08030683, angle loss is 0.00039304, iou loss is 0.13383442
Epoch is [539/600], mini-batch is [12/27], time consumption is 0.20627666, batch_loss is 0.21807162
classify loss is 0.10282981, angle loss is 0.00065485, iou loss is 0.13647714
Epoch is [539/600], mini-batch is [13/27], time consumption is 0.20186830, batch_loss is 0.24585547
classify loss is 0.08363420, angle loss is 0.00062223, iou loss is 0.13458252
Epoch is [539/600], mini-batch is [14/27], time consumption is 0.20170283, batch_loss is 0.22443902
classify loss is 0.07070720, angle loss is 0.00071551, iou loss is 0.13350272
Epoch is [539/600], mini-batch is [15/27], time consumption is 0.20394206, batch_loss is 0.21136503
classify loss is 0.09789532, angle loss is 0.00047452, iou loss is 0.15560751
Epoch is [539/600], mini-batch is [16/27], time consumption is 0.20078301, batch_loss is 0.25824797
classify loss is 0.09435326, angle loss is 0.00045509, iou loss is 0.12897748
Epoch is [539/600], mini-batch is [17/27], time consumption is 0.20454144, batch_loss is 0.22788166
classify loss is 0.08322018, angle loss is 0.00042043, iou loss is 0.12430257
Epoch is [539/600], mini-batch is [18/27], time consumption is 0.20417643, batch_loss is 0.21172710
classify loss is 0.08762652, angle loss is 0.00047522, iou loss is 0.11935570
Epoch is [539/600], mini-batch is [19/27], time consumption is 0.20564127, batch_loss is 0.21173441
classify loss is 0.08947575, angle loss is 0.00058414, iou loss is 0.14391567
Epoch is [539/600], mini-batch is [20/27], time consumption is 0.20446968, batch_loss is 0.23923285
classify loss is 0.08803374, angle loss is 0.00048814, iou loss is 0.14257185
Epoch is [539/600], mini-batch is [21/27], time consumption is 0.20229506, batch_loss is 0.23548703
classify loss is 0.10986394, angle loss is 0.00061478, iou loss is 0.14596555
Epoch is [539/600], mini-batch is [22/27], time consumption is 0.20536518, batch_loss is 0.26197731
classify loss is 0.08815050, angle loss is 0.00038516, iou loss is 0.11812571
Epoch is [539/600], mini-batch is [23/27], time consumption is 0.20172453, batch_loss is 0.21012780
classify loss is 0.09364986, angle loss is 0.00048218, iou loss is 0.14259304
Epoch is [539/600], mini-batch is [24/27], time consumption is 0.20511651, batch_loss is 0.24106471
classify loss is 0.07333320, angle loss is 0.00031824, iou loss is 0.10710403
Epoch is [539/600], mini-batch is [25/27], time consumption is 0.20148706, batch_loss is 0.18361968
classify loss is 0.09327680, angle loss is 0.00050345, iou loss is 0.11917265
Epoch is [539/600], mini-batch is [26/27], time consumption is 0.20225573, batch_loss is 0.21748391
classify loss is 0.07113349, angle loss is 0.00049379, iou loss is 0.10740244
Epoch is [539/600], mini-batch is [27/27], time consumption is 0.20078135, batch_loss is 0.18347386
epoch_loss is 0.22877611, epoch_time is 20.62479329
Mon May 23 19:18:28 2022
==================================================
classify loss is 0.07742304, angle loss is 0.00087378, iou loss is 0.13558617
Epoch is [540/600], mini-batch is [1/27], time consumption is 0.20817208, batch_loss is 0.22174703
classify loss is 0.09011209, angle loss is 0.00062725, iou loss is 0.12054966
Epoch is [540/600], mini-batch is [2/27], time consumption is 0.20060253, batch_loss is 0.21693426
classify loss is 0.07046223, angle loss is 0.00093089, iou loss is 0.11323000
Epoch is [540/600], mini-batch is [3/27], time consumption is 0.20173168, batch_loss is 0.19300115
classify loss is 0.09522545, angle loss is 0.00055298, iou loss is 0.12773620
Epoch is [540/600], mini-batch is [4/27], time consumption is 0.20114851, batch_loss is 0.22849140
classify loss is 0.09821486, angle loss is 0.00046649, iou loss is 0.15210468
Epoch is [540/600], mini-batch is [5/27], time consumption is 0.20409369, batch_loss is 0.25498444
classify loss is 0.09015846, angle loss is 0.00044414, iou loss is 0.11333825
Epoch is [540/600], mini-batch is [6/27], time consumption is 0.19963670, batch_loss is 0.20793815
classify loss is 0.08301175, angle loss is 0.00046929, iou loss is 0.13805811
Epoch is [540/600], mini-batch is [7/27], time consumption is 0.20073795, batch_loss is 0.22576274
classify loss is 0.12227178, angle loss is 0.00075614, iou loss is 0.16407406
Epoch is [540/600], mini-batch is [8/27], time consumption is 0.20390511, batch_loss is 0.29390728
classify loss is 0.09914196, angle loss is 0.00061716, iou loss is 0.15022737
Epoch is [540/600], mini-batch is [9/27], time consumption is 0.20479536, batch_loss is 0.25554091
classify loss is 0.09816891, angle loss is 0.00038489, iou loss is 0.10928118
Epoch is [540/600], mini-batch is [10/27], time consumption is 0.19803786, batch_loss is 0.21129896
classify loss is 0.07241988, angle loss is 0.00046413, iou loss is 0.13044594
Epoch is [540/600], mini-batch is [11/27], time consumption is 0.20322680, batch_loss is 0.20750709
classify loss is 0.08456671, angle loss is 0.00037739, iou loss is 0.14280026
Epoch is [540/600], mini-batch is [12/27], time consumption is 0.19939137, batch_loss is 0.23114088
classify loss is 0.09789705, angle loss is 0.00076568, iou loss is 0.14681858
Epoch is [540/600], mini-batch is [13/27], time consumption is 0.20317245, batch_loss is 0.25237244
classify loss is 0.08838707, angle loss is 0.00036184, iou loss is 0.11446636
Epoch is [540/600], mini-batch is [14/27], time consumption is 0.20537519, batch_loss is 0.20647185
classify loss is 0.07721102, angle loss is 0.00048936, iou loss is 0.11404622
Epoch is [540/600], mini-batch is [15/27], time consumption is 0.20423126, batch_loss is 0.19615084
classify loss is 0.08775973, angle loss is 0.00052780, iou loss is 0.12908153
Epoch is [540/600], mini-batch is [16/27], time consumption is 0.20190406, batch_loss is 0.22211924
classify loss is 0.09490752, angle loss is 0.00043822, iou loss is 0.13424636
Epoch is [540/600], mini-batch is [17/27], time consumption is 0.20218086, batch_loss is 0.23353606
classify loss is 0.11501014, angle loss is 0.00057927, iou loss is 0.15545392
Epoch is [540/600], mini-batch is [18/27], time consumption is 0.20450425, batch_loss is 0.27625674
classify loss is 0.10809028, angle loss is 0.00066174, iou loss is 0.15296389
Epoch is [540/600], mini-batch is [19/27], time consumption is 0.20124960, batch_loss is 0.26767159
classify loss is 0.08040679, angle loss is 0.00045090, iou loss is 0.12082869
Epoch is [540/600], mini-batch is [20/27], time consumption is 0.20468593, batch_loss is 0.20574450
classify loss is 0.11035103, angle loss is 0.00051273, iou loss is 0.14842869
Epoch is [540/600], mini-batch is [21/27], time consumption is 0.20327353, batch_loss is 0.26390707
classify loss is 0.08975136, angle loss is 0.00043096, iou loss is 0.14800033
Epoch is [540/600], mini-batch is [22/27], time consumption is 0.20729494, batch_loss is 0.24206132
classify loss is 0.09652603, angle loss is 0.00047663, iou loss is 0.13393576
Epoch is [540/600], mini-batch is [23/27], time consumption is 0.20415401, batch_loss is 0.23522806
classify loss is 0.08960903, angle loss is 0.00050763, iou loss is 0.12545188
Epoch is [540/600], mini-batch is [24/27], time consumption is 0.20151854, batch_loss is 0.22013718
classify loss is 0.08535516, angle loss is 0.00048430, iou loss is 0.09889605
Epoch is [540/600], mini-batch is [25/27], time consumption is 0.20305490, batch_loss is 0.18909426
classify loss is 0.10383326, angle loss is 0.00042121, iou loss is 0.14322484
Epoch is [540/600], mini-batch is [26/27], time consumption is 0.19970870, batch_loss is 0.25127017
classify loss is 0.08981121, angle loss is 0.00094134, iou loss is 0.18750039
Epoch is [540/600], mini-batch is [27/27], time consumption is 0.20011258, batch_loss is 0.28672498
epoch_loss is 0.23322224, epoch_time is 20.58082891
Mon May 23 19:18:48 2022
==================================================
classify loss is 0.10448664, angle loss is 0.00058797, iou loss is 0.11992063
Epoch is [541/600], mini-batch is [1/27], time consumption is 0.20865893, batch_loss is 0.23028699
classify loss is 0.09154516, angle loss is 0.00052952, iou loss is 0.12275548
Epoch is [541/600], mini-batch is [2/27], time consumption is 0.20371485, batch_loss is 0.21959580
classify loss is 0.08416998, angle loss is 0.00042513, iou loss is 0.12273137
Epoch is [541/600], mini-batch is [3/27], time consumption is 0.20434546, batch_loss is 0.21115264
classify loss is 0.06787592, angle loss is 0.00057130, iou loss is 0.12937389
Epoch is [541/600], mini-batch is [4/27], time consumption is 0.20637012, batch_loss is 0.20296282
classify loss is 0.09760821, angle loss is 0.00058357, iou loss is 0.16326641
Epoch is [541/600], mini-batch is [5/27], time consumption is 0.20775747, batch_loss is 0.26671031
classify loss is 0.09366715, angle loss is 0.00041428, iou loss is 0.13830139
Epoch is [541/600], mini-batch is [6/27], time consumption is 0.20429111, batch_loss is 0.23611136
classify loss is 0.09585220, angle loss is 0.00043437, iou loss is 0.12597746
Epoch is [541/600], mini-batch is [7/27], time consumption is 0.19908190, batch_loss is 0.22617333
classify loss is 0.09752172, angle loss is 0.00035045, iou loss is 0.11287376
Epoch is [541/600], mini-batch is [8/27], time consumption is 0.20317984, batch_loss is 0.21389993
classify loss is 0.10704821, angle loss is 0.00052835, iou loss is 0.15819053
Epoch is [541/600], mini-batch is [9/27], time consumption is 0.20464396, batch_loss is 0.27052221
classify loss is 0.10099775, angle loss is 0.00051015, iou loss is 0.16038996
Epoch is [541/600], mini-batch is [10/27], time consumption is 0.20259547, batch_loss is 0.26648921
classify loss is 0.07850635, angle loss is 0.00088107, iou loss is 0.12460978
Epoch is [541/600], mini-batch is [11/27], time consumption is 0.20007491, batch_loss is 0.21192680
classify loss is 0.06676328, angle loss is 0.00051546, iou loss is 0.10635363
Epoch is [541/600], mini-batch is [12/27], time consumption is 0.20018888, batch_loss is 0.17827153
